engine_id,cycle,setting_1,setting_2,setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,rul,failure_mode,timestamp
ENGINE-003,156,0.5647661864471004,-0.9538944331095797,0.938800225132374,519.2961529929362,656.1000685259628,1616.8646020317472,1421.2530305114567,14.58427714156966,23.20818697913037,622.0061384670894,2379.1023321302605,9038.737463035488,1.3097085161631574,50.393268532556036,528.4901476339593,2376.905845701743,8142.405026718688,8.503204729014803,0.05607409563684521,405.88993617711526,2388.563987231975,99.73412649917856,41.55059640936663,24.582499572422776,37.47725550207945,overheating,2025-09-09 06:14:56.555993
ENGINE-018,92,0.4142141006814679,0.7838358567724774,0.26095705251953377,519.3228020471296,649.7298149112515,1604.9683812565784,1411.9758854981576,14.597169128316933,22.259229950864516,591.2681498581148,2379.408512517132,9040.508822336617,1.3969116291787969,48.750198011509255,525.2262822731482,2397.687149155686,8129.196935201591,8.588174575486164,0.11633400724825686,399.5851485853015,2387.859981886552,99.2816456890679,40.29713457510833,24.338470056430406,101.98921297612117,overheating,2025-09-06 14:14:56.744468
ENGINE-003,128,0.8005540542553832,-0.3552898131876475,0.3040292306782618,519.7036358837602,653.6949877498951,1611.8064114438591,1417.61919843955,14.697717348556354,22.853669964539172,609.6359360186053,2394.4646065639895,9034.399848206991,1.3766924195634607,49.894405680567736,527.1679612087405,2398.005239496493,8141.003656301555,8.69692253774454,0.09684437858438544,403.55294911241975,2381.945586798254,101.09325793214565,41.01411306990605,24.512136768573576,75.94377021942724,overheating,2025-09-08 02:14:56.554638
ENGINE-020,126,-0.6930077033511903,-0.9185077600901598,-0.9524832590299894,518.0030097486574,654.8710432600919,1614.325341105684,1419.092976270537,14.422266934054427,22.847914214049855,615.6487048462056,2377.5767417083475,9040.671966695405,1.1635602817243142,49.58276263689322,527.8005333209435,2391.4232772455325,8134.949278142891,8.313464671431426,-0.10281342310611634,404.13766251168613,2390.5211241723296,99.38797621020623,41.237226491395745,24.638705792197086,75.59762240904718,overheating,2025-09-08 00:14:56.773742
ENGINE-015,190,0.7673258655936387,0.18576890109323618,0.5328819511469846,516.9703557731195,663.2460830978105,1631.6602547707691,1432.161503234849,14.849118164869964,23.74588115253777,659.2131483866173,2386.9919095458754,9051.675089604836,1.3894601776764495,51.73456410332582,532.2370273649694,2387.7620948436684,8133.058768371895,8.394660530416488,0.1276113137668684,413.11930359106896,2393.7392390921113,100.57614922614044,43.29499886838876,25.902046513559053,22.989529105360468,overheating,2025-09-10 16:14:56.710737
ENGINE-001,71,0.7424089645261039,0.5321295530706048,0.576894686506597,517.570295375898,649.4481258579756,1603.3788944609694,1411.016629807231,14.635754029259758,22.440315583974684,587.1861966136347,2376.747429230171,9047.710669533113,1.4233912439038858,49.004511866356,525.1258238140697,2387.1947146675616,8129.306731353406,8.53495084977776,0.14280695230453702,398.72980258144446,2391.865319537015,100.30836030170087,40.41309337058185,24.46359381561893,126.36622283672504,overheating,2025-09-05 17:14:56.526787
ENGINE-009,157,-0.0025843883140419383,0.7017392174483682,0.16723834879651064,517.8450762054484,657.5475462305119,1620.8341209460195,1424.153167213739,14.54039855160214,23.185231643135026,632.1187878418472,2383.6727610713147,9059.142942402961,1.3449537393753193,50.41009061817253,529.6669295761822,2383.928415677237,8133.506894278736,8.623451874450902,0.06899751325318082,407.6562950571133,2390.105436031779,101.47171902758706,42.081863059994824,24.879619998866353,46.4879878547112,overheating,2025-09-09 07:14:56.641588
ENGINE-002,12,0.8032624589727202,0.8523859728292532,-0.9818036374384477,518.6490236946275,643.8062995405526,1592.778306623888,1402.8806378165818,14.950892014554729,21.65741625084844,561.0805954199207,2385.4773044227322,9037.600439601903,1.403200800419616,47.885231394027414,523.1354478704088,2387.202580393374,8127.421522176943,8.599632056494354,0.13123483175241937,393.48377394590955,2388.1834358832657,100.89790985473518,39.46761610278117,23.546624692752708,187.24692992685033,normal,2025-09-03 06:14:56.533341
ENGINE-001,197,-0.3858245132795026,-0.9296814994576116,-0.35370956544116583,520.7274125461231,661.501207880246,1626.8127434343849,1427.9818898463002,14.517939247097189,23.498238624832563,647.0650766538375,2383.872981112762,9061.923408975515,1.2052837666788927,51.31228167345608,530.6536257936065,2387.6431569887663,8135.164475746045,8.318518319815851,-0.06098541719813248,410.2162626693639,2389.4081434099467,99.55273762689986,42.6304928718415,25.09889087462317,7.335965309594696,overheating,2025-09-10 23:14:56.532374
ENGINE-005,4,0.11776222820431177,-0.7618531480345181,-0.9311280607069563,519.2753722017009,642.8957492932293,1590.5678066460343,1401.272209898518,14.415315582371653,21.59485143775343,555.8104996070851,2389.3818436918964,9045.54896255032,1.2745292238280275,47.67970365220668,521.8838865556017,2386.6403625685066,8155.335275591803,8.373405806059067,-0.014607321833798575,392.3961838996959,2385.934291475668,99.99156722659009,38.54221865822253,23.133791282401752,197.74815270834813,normal,2025-09-02 22:14:56.573532
